"";"sample";"Pb208207";"Pb208207.U";"Pb206207";"Pb206207.U";"Pb208206";"Pb208206.U";"Pb207206";"Pb207206.U";"year"
"111";"GB18-14";2,43041955477535;0,00771981840918668;1,15428220633326;0,0037546206833206;2,10167683163372;0,00526415431709466;0,866354908247404;0,00287121000608587;"2014"
"112";"GB26-14";2,44337856409841;0,00505141026148525;1,1774103537137;0,00405595892918196;2,07271453791192;0,00442882191940537;0,8493431168406;0,00297251568660214;"2014"
"113";"GB22-14";2,41014332943073;0,00869897738222955;1,14985077298381;0,00510668822521766;2,09054275446695;0,00629192044970832;0,869740838044698;0,00395490601738582;"2014"
"114";"GB07-14";2,43711988445465;0,00524288544722338;1,15841131476738;0,0028279913175928;2,10389839337393;0,00352262649593992;0,863255451496528;0,002160558936129;"2014"
"115";"GB28-14";2,42874226812363;0,00693580029330123;1,15872946198984;0,00361064128831169;2,09372612340072;0,0068237498503331;0,863027621324652;0,00276474061641861;"2014"
"116";"GB15-14";2,44659301036502;0,0104329184090787;1,16640030881757;0,00559523421560756;2,0949924488724;0,00620364023341724;0,85738625442169;0,00424321534942261;"2014"
"117";"GB36-14";2,44010307680121;0,00788489454178989;1,16340320798156;0,00482658680710368;2,09672524949028;0,00914543545316267;0,8595810150887;0,00369226903415699;"2014"
"118";"GB21-14";2,42813825121094;0,00895666898818239;1,16018470034983;0,00389546531734;2,09083827839768;0,00563740335969514;0,861238967243675;0,00323314858835267;"2014"
"119";"GB32-14";2,44303125947524;0,0132838224627566;1,17896953079913;0,00517040624850676;2,07865896531448;0,0067828151013851;0,848228863290971;0,00383122023483133;"2014"
"120";"GB14-14";2,4559463757586;0,00491676948840882;1,16916937889358;0,00381967692929377;2,09846700648414;0,0059901425220608;0,85556301998524;0,00280828954367199;"2014"
"121";"GB16-14";2,42575984714184;0,00784583124775761;1,15888192262473;0,00386927052033423;2,09410234873056;0,00632573042911501;0,863176084131907;0,00289370042327936;"2014"
"122";"GB09-14";2,43074901750751;0,00512446236140683;1,1546699035025;0,00316910437644698;2,10569627906064;0,00340970665657958;0,866298815362573;0,00236158455760189;"2014"
"123";"GB17-14";2,41500646232219;0,00784395063378505;1,15399362424798;0,00392967899735697;2,0918867698106;0,00658536127202846;0,866809641234271;0,00291195057555819;"2014"
"124";"GB05-14";2,42477401385726;0,00777347627128281;1,15795386612377;0,00350625093069838;2,09393334814658;0,00513125960493522;0,863832309349212;0,00254950839784298;"2014"
"125";"GB20-14";2,42459498404121;0,0136672189083041;1,16579522000344;0,00673729158664843;2,08382674464574;0,00755042191324248;0,857821797201172;0,00506680867007855;"2014"
"126";"GB13-14";2,43006913798762;0,0115731379730309;1,16253216785066;0,00543930794572732;2,08840281654335;0,0035205117786925;0,860249188716909;0,00410102530253987;"2014"
"127";"GB33-14";2,43895440200267;0,0105851690432834;1,17193531572648;0,00705779481448066;2,08269423296241;0,00703034132635586;0,853351054245971;0,0052677134956147;"2014"
